UserId,Rating1,Rating2,Rating3
1,2.3279,5.96,4.4546
2,0.46922,-4.4454,-2.4515
3,-0.84935,0.70684,1.0205
4,-0.6216,4.2457,3.6506
5,0.59332,-1.6253,-0.25112
6,-2.6415,-1.1466,0.9758
7,6.3517,6.4572,6.7634
8,-0.33204,0.16131,0.79879
9,-1.963,-0.96938,-2.2151
10,1.2872,2.7612,4.3465
11,3.0463,0.85267,3.8007
12,-1.1279,0.070659,0.0030705
13,4.4622,5.2123,5.1562
14,0.82201,1.2183,-0.8173
15,0.23203,3.9045,3.0021
16,-0.86229,-1.6966,-2.8339
17,-6.2612,-1.6345,-0.41978
18,2.5304,2.291,0.061586
19,-3.5378,-2.1001,-3.8594
20,-1.6311,2.6733,1.4485
21,-1.5455,2.3664,-0.88207
22,2.792,1.5828,2.7207
23,-0.32425,-2.3569,1.0464
24,-5.4765,-2.4447,-2.1418
25,-2.1833,2.2061,3.4853
26,-3.0029,-1.141,1.3092
27,-2.5869,-4.3823,-1.4121
28,4.154,2.9804,3.8506
29,1.2594,2.0364,4.3407
30,3.1568,3.9339,1.8118
31,1.6032,2.8461,1.4412
32,2.4939,0.48585,0.80943
33,-0.91853,-2.491,0.69409
34,-0.92358,-1.4108,2.6769
35,-1.0953,1.9926,1.7673
36,-1.1909,-1.8139,-0.50085
37,-2.6813,-0.44201,-3.3627
38,-2.4632,-1.885,-2.2424
39,3.7741,1.9353,5.1789
40,0.72789,-0.61588,1.8553
41,0.60545,-1.1886,3.4728
42,-1.0324,1.2069,1.4917
43,2.2942,3.699,5.0817
44,-6.8425,-2.8954,-6.3393
45,4.7775,5.5315,3.8887
46,1.9879,1.4736,4.1103
47,-2.9719,0.99608,0.81929
48,5.4369,6.7465,7.5622
49,-2.1923,0.63987,0.33647
50,-1.0509,2.0099,2.2132
51,-2.3902,-1.5462,-3.2287
52,-2.924,-2.439,-4.8534
53,3.1769,-1.2349,4.8467
54,-5.3419,-3.0183,-2.4521
55,2.503,2.9329,5.0992
56,3.2752,2.6894,2.2773
57,1.7371,2.4871,3.4244
58,-1.6563,-3.3086,-3.086
59,0.32794,1.66,2.1963
60,5.0184,4.8004,4.4038
61,1.3127,2.7999,0.25423
62,5.099,5.6095,1.3659
63,-3.239,-2.886,-3.1681
64,0.51566,0.41652,0.34291
65,4.8952,8.8071,8.6008
66,2.9794,5.3749,2.7215
67,3.0384,3.2533,4.8903
68,-3.9343,-2.7028,-0.028152
69,3.1577,6.975,3.4631
70,-2.446,-3.0338,-4.8242
71,2.2966,3.475,1.3537
72,-4.2306,-1.3612,-0.87335
73,0.80308,3.6772,5.0217
74,1.6242,0.81418,2.5064
75,0.4779,1.4845,-0.72064
76,-2.048,-2.8922,-2.3889
77,-2.2826,-0.68341,-0.29297
78,-4.1062,-0.48942,-2.0685
79,3.3601,3.5672,3.2279
80,2.5169,-0.62185,0.69251
81,5.3824,2.8725,6.9602
82,3.0196,5.6227,5.0719
83,1.3543,1.1676,0.56167
84,1.7056,-4.0904,-1.1195
85,-1.3163,3.4005,1.1614
86,2.826,5.4793,4.0615
87,-1.2254,0.48862,-0.28884
88,0.07651,3.6608,4.3818
89,-1.5556,2.5466,1.2309
90,-1.3344,-0.63736,-0.8219
91,-0.68131,2.9159,0.7935
92,-1.9969,-0.073384,-1.0281
93,-0.62452,1.1354,-0.72373
94,-1.7071,-0.83097,-0.66117
