UserId,Rating1,Rating2,Rating3
1,0.23385,5.7177,4.1708
2,-0.86171,-5.3521,-2.5891
3,-1.596,1.1254,0.19137
4,0.46917,3.7371,4.8613
5,2.083,-0.27687,1.2671
6,1.5214,-0.26013,-0.14523
7,4.764,5.9694,4.2193
8,-2.4698,2.8515,1.1715
9,-0.52498,-3.1701,-3.5514
10,2.2207,6.1169,3.5118
11,1.5339,0.86578,4.234
12,-1.8502,4.9143,4.2823
13,4.2284,4.8788,4.1245
14,5.0148,2.5697,0.058726
15,1.1056,4.1893,0.71347
16,-0.15394,0.52858,-0.077294
17,-4.8249,-3.2968,-1.0422
18,3.8819,4.1014,-0.67338
19,-5.6794,-4.3791,-1.8416
20,2.1745,4.8263,3.1421
21,-3.5829,2.1929,-5.2132
22,1.4111,3.3823,2.329
23,-1.3596,0.48296,4.0183
24,-7.3766,-1.5981,-1.5863
25,-0.23405,0.8933,0.74184
26,-0.40322,0.92555,0.6612
27,-4.2175,-1.9716,1.2284
28,3.3735,1.0702,2.9016
29,2.0047,1.654,5.7737
30,1.2956,0.89102,1.7891
31,1.31,5.5211,2.3247
32,3.603,1.7802,1.7977
33,1.4091,-1.161,0.52131
34,-2.9816,0.4341,1.2965
35,1.3259,3.1407,1.2307
36,-2.9327,1.9779,1.5544
37,-2.6048,-0.086061,-0.53415
38,-2.8223,-1.0871,-0.1282
39,4.0004,3.1557,3.6183
40,2.0828,-1.3693,0.92769
41,-0.94421,-1.6545,3.2614
42,0.99046,-0.34821,5.0144
43,0.88181,0.48135,3.3183
44,-3.5186,-1.7423,-7.2406
45,4.1483,5.7863,4.3501
46,2.9738,4.4523,2.3704
47,-6.3962,1.0489,2.6128
48,5.9458,6.3723,7.4449
49,-4.1746,-0.17959,-1.1209
50,-6.4815,2.3186,2.1788
51,-1.0845,-0.7974,-6.9046
52,-2.2676,-2.0599,-7.1078
53,3.9304,-6.5865,3.4376
54,-2.4074,-3.6344,-5.3171
55,1.2276,3.1473,3.4285
56,5.1035,3.5171,6.1645
57,3.772,2.5036,4.2471
58,-3.675,-5.718,-10
59,0.7683,1.9754,1.9491
60,6.4893,5.7011,5.1624
61,0.31805,2.2909,-0.24578
62,4.3586,5.9132,2.0816
63,-3.3438,-1.8898,-3.0434
64,1.9719,0.43756,0.5215
65,2.9123,9.4937,8.1043
66,0.70442,4.8325,3.2907
67,1.8591,4.0708,3.9406
68,-2.9208,0.11729,-0.7928
69,4.0626,4.9467,2.5544
70,-0.13892,0.039496,-4.853
71,5.0001,3.2727,6.7971
72,-5.6561,-1.0265,-4.0409
73,2.1572,4.1985,5.4314
74,4.7083,3.036,3.1544
75,-0.75377,-1.7782,0.74386
76,-1.1043,-1.2265,-2.8412
77,-0.37147,-4.0318,-0.12601
78,-1.1884,-2.9301,2.3608
79,4.0689,4.0659,3.148
80,0.44852,1.8139,2.1716
81,5.6085,2.6696,5.6357
