UserId,Rating1,Rating2,Rating3
1,0.46961,5.9101,3.9922
2,-0.72608,-5.2628,-2.447
3,-1.9329,1.7143,0.18803
4,0.035397,3.4634,4.3824
5,2.1828,-0.29222,1.6682
6,1.6131,-0.97878,-0.25806
7,4.4001,6.086,4.1183
8,-2.377,3.1415,0.87109
9,-0.47084,-3.2274,-2.9968
10,1.9789,6.3257,3.6429
11,1.6709,0.83289,4.5623
12,-2.5082,4.2951,5.327
13,4.5528,4.5772,4.1801
14,5.0233,3.1297,-0.43516
15,1.1333,4.0582,0.66742
16,-0.30645,0.60057,0.008405
17,-5.3216,-3.7645,-0.89601
18,3.958,3.743,-1.0606
19,-5.85,-4.6699,-2.2151
20,1.904,4.749,3.2222
21,-3.8722,2.4813,-5.2971
22,1.2108,3.6533,1.8827
23,-1.438,-0.3531,4.8542
24,-7.6771,-1.6156,-1.8521
25,-0.7842,1.076,0.86422
26,-1.2665,0.92857,0.91177
27,-3.9463,-1.6855,1.5505
28,4.0699,1.1831,2.563
29,1.9929,1.7916,5.3039
30,1.1319,0.80826,1.528
31,1.7063,5.6557,2.347
32,3.6533,1.8457,1.6977
33,1.0376,-1.0195,0.58079
34,-2.4552,0.94983,1.8663
35,1.699,4.0835,1.4679
36,-2.8584,2.5468,1.5552
37,-2.8048,-0.046916,-0.97931
38,-2.9035,-1.3812,-0.43601
39,3.87,3.2562,3.4933
40,1.5402,-1.1019,0.89303
41,-0.9495,-1.5391,3.1048
42,1.2073,-0.47298,4.47
43,1.0782,0.31046,3.2845
44,-2.4845,-1.6064,-7.2712
45,3.8866,5.6943,4.45
46,4.603,3.9437,2.4334
47,-6.2905,1.0265,2.4748
48,6.1569,6.4376,7.3811
49,-4.9287,0.76359,-0.34926
50,-6.4083,2.4259,1.7852
51,-1.6482,-0.45664,-7.0404
52,-2.8782,-1.8451,-7.1785
53,3.2393,-7.0932,3.1803
54,-2.1455,-3.8424,-5.5762
55,1.3167,3.2084,3.535
56,5.1091,4.022,5.9613
57,4.1701,2.4477,4.1322
58,-3.6321,-4.8606,-10
59,1.0073,2.4473,1.7968
60,6.2744,5.6366,4.5148
61,0.49275,2.5421,-0.071511
62,4.7509,6.157,2.37
63,-3.9468,-1.9267,-3.5258
64,1.6637,0.66699,0.48627
65,1.956,9.569,8.0287
66,0.99723,4.857,3.3559
67,1.7602,3.4385,4.0302
68,-2.4663,-0.38229,-1.6818
69,4.4362,4.8964,2.3318
70,0.14278,0.24109,-4.8406
71,5.2434,3.3004,6.9815
72,-5.5838,-0.97233,-4.0676
73,2.1282,4.7066,5.4592
74,4.6941,3.2011,3.2785
75,-0.52446,-1.8053,0.64654
76,-1.4485,-1.2318,-2.9495
77,-0.20944,-3.8707,0.08784
78,-0.59201,-3.1543,2.4196
79,3.7612,4.0937,3.4618
80,0.41,2.0651,2.5323
81,5.4571,2.7223,5.2164
82,3.0976,5.9886,4.9588
83,2.9127,0.67143,4.4873
84,3.4834,-3.7834,-6.2699
85,-3.2505,4.1144,2.0496
86,4.9384,7.2698,3.0182
87,-1.721,1.6793,0.25674
88,1.0708,6.4394,4.5866
89,-4.9501,3.3751,3.8577
90,2.1449,0.4637,0.14749
91,-2.0157,3.5336,0.37067
92,0.63145,-0.36761,-0.20666
93,-3.0755,0.3114,-1.5399
94,-1.6241,-1.1399,0.24179
